STKCODE,PER,ROC
095270,1.251410502753243,0.7345349438827672
000880,1.3221862920369754,0.01419030127742164
036710,1.3511546746796126,0.32042691237203774
011300,1.3589556631578947,0.3852263474422525
009970,1.3617624301269158,0.17770506766967617
205470,1.3760306286265087,1.096983877903178
001940,1.4185945145071346,0.17376346426106345
037400,1.4573279839901714,0.15331074916536422
139480,1.5076106941478598,0.13450414131918803
005990,1.538271710110092,0.09846355752594087
016250,1.621307087858079,0.36931735406650873
005810,1.6289168628705482,0.22242709061638766
011200,1.6850603061880436,0.5240564995489441
950130,1.685604513627487,0.7478177887893583
004720,1.7152982984980127,0.38169297464614627
002030,1.7273794051094626,0.09482844248093844
002020,1.7809333446998465,0.14746213800740954
298020,1.7831815862250666,0.6275907092809783
092230,1.8032809737941722,0.09734545560613136
014790,1.8257690817620542,0.0914626075446724
003380,1.8902682447924934,0.11010827688711912
001390,1.9615331534373341,0.16175527100669448
000210,2.0043065529898714,0.0789059209687582
013580,2.0287401107968703,0.19032202899090583
006120,2.1031294960144638,0.051841933325573845
001230,2.1257284266523975,0.2998812889583726
017940,2.143091262931476,0.08131247515484948
001120,2.1689445584507867,0.24437199613284338
005960,2.1887964528906494,0.16684667980984402
003030,2.2112909102877287,0.1843798680891583
034730,2.2445253480014515,0.08966177828117443
124560,2.2786941935795784,0.6294433552065954
011780,2.390100749957334,0.4199396909480975
039560,2.391162752754688,0.24157573422031733
253840,2.4583292159559833,0.5484809192537375
078930,2.4740315822132812,0.13100228439134107
100250,2.515938939267012,0.16488870439482084
052300,2.526678160667174,0.10960726951914257
033160,2.563715857892235,0.09768649185499453
058430,2.583679114799447,0.4234880595442395
005880,2.592662058426516,0.1248786945427651
053060,2.624908531225906,0.17431358379860745
058650,2.652487767065549,0.05425862891538739
002990,2.6821747582424833,0.13494307741928488
084010,2.7493561178385346,0.3409112111441728
007860,2.774772460000583,0.0663506876411855
090740,2.782143777900629,0.3801969253648851
040300,2.783127853510714,0.21105097910575857
007770,2.7925728354534263,0.24828836258364903
024800,2.797180778264331,0.14794272096280855
121440,2.8062217918915797,0.21326603119702242
007690,2.8085972853137995,0.22822008496676832
037460,2.8101589192943868,0.21119281957809743
030530,2.835466354000012,0.09035784173130641
151860,2.842571510483024,0.16984783282534965
084650,2.849694230431694,0.6536392753111171
084690,2.856954507582128,0.07835175703807498
042670,2.8570162612009384,0.30587078987097865
004060,2.882269344978166,0.25652568858769814
155900,2.897778540350877,0.30042918454935624
000070,2.9164869118115786,0.08111089905165549
001040,2.917325161334811,0.05702350446511166
900310,2.9399876265572273,0.1257954850226716
121800,2.9992790454545455,0.30364379122269497
012620,3.0201884253028264,0.16568910006277124
005490,3.021544646876348,0.13896920501940854
006200,3.022149346073455,0.13652939508673623
004020,3.0851889589551376,0.0922552822888311
036530,3.1047475148049366,0.04561808118081181
029530,3.1251445116797445,0.12863019662731626
019010,3.150630263664887,0.1260994202329067
026040,3.167225660686153,0.36617100367874844
019180,3.177955614223249,0.21536173789357987
093050,3.2134780539756633,0.13160080867810314
018670,3.271537349885627,0.07380235278034952
001430,3.3127076959837374,0.08692307664641132
035890,3.316724310871861,0.20324828769057302
004560,3.328969514706872,0.156570566134823
100030,3.3548038921602923,0.22811862745066555
036460,3.359857510131634,0.07433493283622049
004360,3.3670220420650097,0.07701137340366078
010060,3.370644561725774,0.17228900764606297
032940,3.4077533256880734,0.1127269375405483
033180,3.4168256270144033,0.131922676647611
023410,3.4301185962523504,0.11743057156106758
103140,3.43091869668433,0.16069041804129824
001130,3.4361507457152767,0.12532119646521495
088390,3.457794496835945,0.2370812396961498
003070,3.4693663165174096,0.19982067944629225
004800,3.472600518649572,0.17142743588256412
008060,3.4955743558411183,0.05333375750014249
016450,3.5073198489472865,0.12053679577938682
007070,3.512367751468562,0.1115895150032234
095570,3.5281254021156356,0.16588446407486845
004000,3.556533347721731,0.2527114807222215
225590,3.5811541516506646,0.26493185457308926
005010,3.582875873663531,0.08947031229082414
375500,3.615309622132038,0.14148084637527156
029460,3.6201315977782227,0.11508055746323274
200880,3.6220088040440084,0.06425421411105477
096530,3.6672699886461877,0.502293824805445
037350,3.6834922141224173,0.09158761398568539
000700,3.701158344924154,0.07225591004843096
352700,3.7143673065798986,0.30332649411089113
094970,3.7449718099366835,0.22894859658421673
049800,3.7501000560313775,0.2096534109254216
003550,3.753102442741721,0.11790553410789557
001800,3.7756726965895493,0.0740397142965571
092870,3.8028769234275783,0.2542574573456105
060380,3.8030243077333536,0.2818124200160243
000970,3.814374420291077,0.11664434467122091
009180,3.8334885539478387,0.3258917600801497
024810,3.8358657782037016,0.02655399489931864
000590,3.8390641840581843,0.05847244099286156
032560,3.8934962898297685,0.1406237729135129
900340,3.9150641501561134,0.14024012872261418
072130,3.955438962962963,0.23051431110452847
068790,3.9616074013970413,0.12407867452274458
003650,3.9779548263222204,0.14464980669689304
023600,3.9813363405694955,0.11450316981387938
034810,3.9931393461164517,0.06899510860548641
064800,4.003543050461247,0.16920104050043355
290270,4.012288841673382,0.04632617744726626
002240,4.01883830455259,0.08716220260464934
003240,4.026303037337415,0.08163097112776267
210980,4.03438957010034,0.14303931195533487
000140,4.071630822505112,0.07514337848694942
052790,4.161201635311644,0.12267456471794164
003200,4.233960258643598,0.08265140334264964
101330,4.243600150258041,0.07661276045860191
077500,4.281561111346227,0.2673993764720946
007680,4.307006406149904,0.09943105815793296
137310,4.343995750453644,0.5613115307579315
006260,4.386624211250685,0.08588598926685509
060980,4.388073805904889,0.08183976587561036
005710,4.394669451697128,0.11038676221054242
007160,4.414174699191425,0.1035951885308162
064820,4.424112604738079,0.016680080851346705
042600,4.453129122081529,0.4414056523642963
003960,4.47631607048331,0.14779618092335403
082850,4.478025626537974,0.18658834426099727
126560,4.478607182613305,0.08511719109667507
042420,4.497904951477563,0.03457684132426959
192400,4.50996369540999,0.1675081821265677
002310,4.513178159650441,0.1273198206453347
002450,4.522534939197653,0.14728507540210659
072870,4.523355720770575,0.07279568457851769
005740,4.5373260420276615,0.060437685079185934
031310,4.549014228500692,0.04377337502199168
011560,4.595073137890936,0.12287368696132918
900280,4.660894330145371,0.0897900097548783
064240,4.6628813609322854,0.1738562758318341
004960,4.6640837084673095,0.0629602512639675
194370,4.673977273181372,0.29007882124009055
284740,4.67758346534528,0.2491704648548775
153490,4.7166033522188044,0.23651838723822582
005950,4.72487224391074,0.1685953786841722
009160,4.777520492828307,0.25002295136314395
004590,4.811819455112276,0.18472390536250594
111870,4.816888645637584,0.16156972652163162
044450,4.818724385152918,0.07065336758584692
012320,4.819532639354378,0.0395350709372577
006040,4.882194925374792,0.11581360976741394
038540,4.902175500024612,0.029803432353652373
079950,4.904049793872767,0.24498799160265036
046970,4.924884657574238,0.36646145539721864
011760,5.053609699326792,0.09369121486813413
054040,5.057284868718772,0.13481803646146706
123570,5.13542702088872,0.2870486100921431
093190,5.146532384618376,0.09415706702863991
047040,5.151690961238336,0.11598370820588726
089790,5.194052287066246,0.26659114166423037
000150,5.210107671024288,0.056775996570685563
140520,5.212581583165682,0.16890337251671933
003300,5.288797847350434,0.04209761621902749
025000,5.3204734026871074,0.08103708871230006
111770,5.321081810023053,0.17007767155750125
004170,5.342436052253696,0.06612877938579803
014830,5.394266016125504,0.22958275873270287
250000,5.401360788643533,0.2990428965192459
010100,5.407067464862051,0.11135894009534263
005090,5.4113742571105945,0.13285796338621167
019440,5.430261852257052,0.10084988231032685
005360,5.438116344106636,0.17026180989612977
034120,5.455904331139677,0.22000616364682316
034220,5.470729581957451,0.07163349016570952
005160,5.506599837156995,0.06085480666849454
183190,5.508066941145559,0.0809334189462951
028670,5.5118975286667595,0.12382400054046462
004970,5.5199933494056035,0.061418842282936925
129260,5.653143877400296,0.11794876149130032
049070,5.655789482841876,0.1890364300859896
035000,5.680607895803338,0.15961717142267215
192080,5.6997363342526866,0.1450022289552622
081660,5.708886487297215,0.1587217202846352
004430,5.711468446656093,0.2112427225663092
140070,5.7494919855222335,0.18022254422177872
000680,5.7815859135440935,0.07377998879667905
002170,5.789636345104551,0.07890750744439519
001260,5.8538380610142235,0.1882786254286814
080220,5.873293791723561,0.26670273984893134
012700,5.875005446052895,0.0465709230913569
093920,5.897237231414886,0.1544748514557077
004150,5.901643586650666,0.0523267976861236
017890,5.908001019627836,0.10976509939077493
058850,5.924261659564394,0.08671476195437025
093520,5.942136879579394,0.3596412346456141
030200,5.942896628946992,0.07278423486948443
016880,5.943246533940993,0.10143363844153885
002810,5.954061811984708,0.10430792035779192
108320,5.976993277237397,0.5339164293379074
191410,6.021443198380567,0.25028116966580977
265520,6.045576872601721,0.2449073537381398
036640,6.062495100127823,0.2712108194727341
009410,6.068938703779417,0.09136016753804668
069330,6.072038937775047,0.40708210049926036
187870,6.108918385064536,0.20422615038771344
053610,6.130074092837693,0.2248257977175749
015230,6.131194190667221,0.1348372606233746
122450,6.136130226039453,0.12841659732439764
298050,6.139216721481738,0.4369394882070169
043370,6.163813049514114,0.03903434559022912
015890,6.169563972082428,0.10750170228783058
000850,6.175752644426363,0.038884746291720576
009070,6.224385245901639,0.0902594825672852
002220,6.236203891777706,0.12838418933829854
155660,6.2500778767678025,0.11138265415591687
030720,6.250334375361815,0.14032839518672902
017670,6.255826303223705,0.11419707285043008
001680,6.28197397038757,0.09815250813980533
071280,6.308474184638668,0.18062402595145804
267290,6.319883194057567,0.06249201968930911
010950,6.324683352076856,0.2564346342441544
049430,6.336601548101733,0.08359242851926434
045100,6.347300159392127,0.13487279139980313
012630,6.361732008014588,0.021082868441124336
089850,6.372462076075583,0.11273524941150051
031330,6.384761012490621,0.2822202563904189
201490,6.389242786181964,0.19345673313168268
011170,6.467176093662255,0.0767140479543194
005380,6.483797822394583,0.045268230854334124
290120,6.518798368227154,0.16678924311706583
025550,6.523718337583527,0.20618890590772582
113810,6.53760580818706,0.19179966094630763
097950,6.550980559963701,0.07625665697561028
000670,6.564230199907219,0.04419261198067633
081580,6.5731066613069205,0.060403185054147435
079940,6.607038346371654,0.13344249531044944
050540,6.62591418051325,0.07527274382617428
036930,6.6808960185660515,0.32564264643576213
065710,6.704181095293062,0.22587283482872564
024720,6.7292750124275384,0.09361658132478656
031980,6.778366611097881,0.1749612031666798
026890,6.779680410197266,0.31560363119504437
002200,6.7825742055121685,0.06775035302797136
267270,6.782962372374629,0.06807958713582832
072710,6.81546078846969,0.05029777988666505
047050,6.837166348805766,0.10987505514702707
111110,6.847084706201656,0.17253829625826614
004690,6.87639130251983,0.029262206348360454
008350,6.880510560474608,0.1697579335480868
000990,6.902152349665243,0.414741038813738
032750,6.911213212467404,0.08714434679073806
015860,6.946393094240025,0.030571594784390047
069960,6.947638700304783,0.05053364398701089
010690,6.950021219228983,0.0475903409140336
053210,6.95815328942222,0.07877689932127797
206640,6.962467939802985,0.3177455201690799
094840,6.990803109282122,0.061083595196970014
038070,7.000134375,0.2742477043090072
126700,7.003486423379103,0.2388432943794591
102260,7.010726988790104,0.09050539984160162
083450,7.026393490014486,0.2747741691011991
060540,7.027596453921861,0.11066813307671157
009780,7.049651308758994,0.17303185316857816
057050,7.062540656072856,0.06383600725690945
161000,7.070888240172305,0.12755792027151389
073560,7.0807598357014125,0.11710913659420534
110790,7.129673807205453,0.29161325014016715
214180,7.145960004312204,0.14073487412100702
066620,7.151029748283753,0.105221914975671
059210,7.153735611640908,0.13655877963340743
000270,7.165211211158467,0.14402460965625033
003800,7.180725822908001,0.1450027078475219
232140,7.209309078271882,0.14860025219960368
085910,7.224259476613612,0.14748003154800013
123040,7.225148286824444,0.08151495951255945
039740,7.229573669078818,0.12380764855167585
014580,7.2465382895472334,0.08708372899625663
025560,7.254702686187142,0.1160160766283103
000240,7.274057255484308,0.054339439705544196
210540,7.276665078375119,0.1427552317805483
298540,7.278553823643863,0.28750642296116863
136490,7.286708127883674,0.15570379050615224
065690,7.296401531687243,0.041112281432483674
036800,7.314446031094272,0.1780948713503708
034310,7.328877963315946,0.09547043458779973
046310,7.355289646590343,0.13292930371636053
000480,7.392178569007975,0.04098357218593729
086520,7.406779558482436,0.17003498924435148
122900,7.408465590736538,0.09624828467121786
192650,7.412555431635356,0.23296741401188617
039340,7.444428578582723,0.1449799961778434
052400,7.475783416184651,0.0754875174263335
020000,7.484785019095725,0.12081211681512631
120110,7.486706144359962,0.08640870073204254
090460,7.519839222892166,0.31954315578432807
000660,7.550128822241011,0.16930247849544594
352770,7.6021803852236784,0.38322348156646546
119860,7.604340623335109,0.24156495319350496
007810,7.606867339777175,0.13699625937128831
161390,7.617377305730906,0.06593250552292661
039830,7.620464085144928,0.08509353006574619
032960,7.652947369720365,0.030523889600074752
071090,7.703102459336369,0.10826477661055563
040610,7.7034878829335875,0.05259507571700125
092200,7.703658266670849,0.11945268290452883
067990,7.755309595082814,0.12873546913782316
008490,7.767839053422005,0.12028489080062024
221980,7.784014309441676,0.0933507565147899
016590,7.790497918849512,0.0877433957613265
285130,7.809564298377199,0.1449703657247124
263690,7.827384167278063,0.22206089136149662
402340,7.891917277495762,0.04371047127683736
035600,7.907062320623917,0.1112749986490536
039020,7.930001474427947,0.0773084171525292
208140,7.9368152175379425,0.15486117205496552
363280,7.944536373601427,0.09659929279855645
006360,7.969079463646825,0.07438197147806569
078890,8.00055772543278,0.16228329058779897
310200,8.022015828958189,0.18813728246147557
267980,8.03010979151432,0.10965076221863773
086280,8.051159366965871,0.143735231254705
045300,8.053825643979058,0.11355144979560738
043650,8.085323331866396,0.06153161456019067
227840,8.108308070494894,0.10498896169730912
154040,8.140775370919881,0.02784733615404542
192440,8.151089809964208,0.08070518649335034
115570,8.219346470588235,0.04920793146182445
040160,8.219438124385666,0.12477030124088948
005250,8.222431986640622,0.0688011929334726
112040,8.228441504564186,0.09327536916709198
900250,8.246704178997858,0.03412589780033446
107590,8.248068383089047,0.15836854058854635
012330,8.253986071764881,0.07153664823072965
023150,8.262452524825692,0.08932356796443908
010960,8.268251273344651,0.05984286783212026
013990,8.26855313425469,0.058077767986794586
045060,8.28779345764864,0.08309010449032021
007340,8.301033878633193,0.04302402388702905
137950,8.304098370678616,0.24683797015191258
032680,8.315401482409994,0.22380322378972378
204630,8.323603761805666,0.24091331360680485
036190,8.344513013147303,0.09823152505041548
145990,8.415948132606609,0.03180086414761442
293490,8.440472156494716,0.23558682962134364
109860,8.45929592959296,0.03275808753671052
053690,8.460656918774319,0.102184357041494
079960,8.468618160576362,0.036182597382429654
058630,8.482317179606456,0.32356516566226107
085310,8.501566967445335,0.09659287775838876
040420,8.523782160633484,0.245023833399728
002460,8.52570879104869,0.06902879041113438
002900,8.530820153914991,0.1709620826393069
104830,8.536222071767096,0.15818113554042773
080010,8.547413282822303,0.08451807818939343
002710,8.565999689778192,0.15565427486998468
091590,8.5729519268971,0.09229211944386555
095610,8.629102747996932,0.15894603482514275
013870,8.642749413466174,0.05659248063985448
236200,8.642867939601667,0.08605497241820148
067570,8.672409162371935,0.08864632378796065
052900,8.699211216849696,0.10499105189103201
000720,8.714872106871573,0.05667931625652639
091700,8.722906232786713,0.16658361847977052
005820,8.729984458642722,0.037829588931697335
010780,8.734444511056001,0.15367952795941447
003490,8.7557368252863,0.0916254180332225
012800,8.766574755159146,0.12081444452843573
064960,8.815572928324007,0.09113277826358457
002100,8.83815406926705,0.1159735614564275
016740,8.83934268339751,0.08606982370880861
011070,8.858253319364433,0.2556110371962955
072990,8.875401487164915,0.117894067122634
004890,8.88718851810576,0.11930884823389795
005930,8.895695566492229,0.165131387954876
075130,8.897649637938379,0.1142385700968348
032640,8.905478104278862,0.06920748282672741
078350,8.932771256507499,0.3845219784667692
007540,9.030795466361651,0.0545660032455005
190510,9.030874798247636,0.451351198566825
095660,9.034129720323055,0.054350152680000395
950190,9.049553881091546,0.2666411979170992
012030,9.095184291577974,0.050415577254432416
056190,9.170593171219034,0.12501712622824301
222800,9.210027092053874,0.42245854862262416
035620,9.21162191806506,0.09718553676357046
014280,9.23505242583617,0.08982354493671017
095720,9.268760402491417,0.1267139552367237
033290,9.278282406644975,0.1163228837224154
114810,9.290559464978559,0.2193369263336019
282690,9.311147393300919,0.05385676609525287
143160,9.321204142941978,0.12110901561254447
009450,9.394228014170283,0.1898374658713088
012160,9.397911056942064,0.05273697589195713
078140,9.404585098168154,0.07727615264095362
037760,9.41427632388524,0.09652568244630519
160980,9.416047297899352,0.17527219592174675
138070,9.426028832684825,0.08572802165599527
042500,9.439926035831961,0.14023418463443224
016380,9.459101787546263,0.16792970970528123
248170,9.468567012955683,0.08716229697513868
053080,9.485063883259018,0.11434806777706862
131220,9.485434643962849,0.17201159471335234
019210,9.49112009727684,0.11700872440810949
053700,9.496740324324325,0.053103091196596744
069080,9.519939608805252,0.16615176423788863
071200,9.548157051078054,0.0933531126292595
141000,9.614115528424266,0.07150279175743009
319660,9.624040232630012,0.2888238445271304
215790,9.6368984569161,0.11002404615209965
306040,9.665120853249062,0.22854570985489503
054210,9.670113436898237,0.22511232786306554
043150,9.694979811110713,0.21447832276890294
065510,9.735432189503681,0.0853076371148447
088790,9.746615772217428,0.054088305868877105
041510,9.771903482292132,0.20068281075648634
015750,9.77878738709503,0.04947945157180789
009580,9.784934870713471,0.054780710499005666
012610,9.795916746620149,0.12512447689120834
272290,9.833038614298788,0.33287389362520386
148150,9.856652320213506,0.18269599109919613
067900,9.942603861664713,0.13329881386029188
001460,9.954871548942274,0.07639681610720625
